transaction_id,account_id,transaction_date,transaction_type,transaction_channel,merchant_name,amount,reference,balance_after_transaction,is_fraud
300670,200100,2026-04-08,Withdrawal,Mobile App,This Bank,4657,ATM CASH WITHDRAWAL,26263,False
300671,200100,2025-08-31,Withdrawal,Branch,This Bank,364,ATM CASH WITHDRAWAL,25899,False
300672,200101,2025-11-20,EFT,Branch,Woolworths,4383,EFT TO Woolworths,30624,False
300673,200101,2025-12-22,EFT,Online,Checkers,4928,EFT TO Checkers,35552,True
300674,200101,2025-09-12,Withdrawal,Branch,This Bank,367,ATM CASH WITHDRAWAL,35185,False
300675,200101,2026-04-23,Withdrawal,Mobile App,This Bank,4962,ATM CASH WITHDRAWAL,30223,False
300676,200101,2025-12-09,Deposit,ATM,This Bank,770,CASH DEPOSIT,30993,False
300677,200101,2025-08-24,Salary,Mobile App,Employer,1775,MONTHLY SALARY,32768,False
300678,200101,2025-08-12,Deposit,Online,This Bank,2870,EFT DEPOSIT,35638,False
300679,200102,2026-02-14,Deposit,Branch,This Bank,366,CASH DEPOSIT,20370,False
300680,200102,2025-11-02,Salary,Mobile App,Employer,4493,MONTHLY SALARY,24863,False
300681,200102,2025-10-04,Withdrawal,Branch,This Bank,1910,ATM CASH WITHDRAWAL,22953,False
300682,200102,2026-01-04,EFT,Mobile App,Woolworths,1551,EFT TO Woolworths,21402,False
300683,200103,2026-04-13,Deposit,ATM,This Bank,84,CASH DEPOSIT,20088,True
300684,200103,2026-06-03,Card Purchase,Mobile App,Uber,185,Uber,19903,False
300685,200103,2026-06-21,Card Purchase,Mobile App,Checkers,74,Checkers,19829,False
300686,200103,2026-04-05,Card Purchase,Online,Checkers,535,Checkers,19294,False
300687,200104,2025-08-23,EFT,Online,Takealot,1148,EFT TO Takealot,36155,False
300688,200104,2026-02-10,EFT,Branch,Municipality,2952,EFT TO Municipality,33203,False
300689,200104,2025-04-18,Deposit,Branch,This Bank,4244,EFT DEPOSIT,37447,False
300690,200104,2025-12-10,EFT,POS,Checkers,3501,EFT TO Checkers,40948,False
300691,200104,2025-08-04,Salary,Mobile App,Employer,610,MONTHLY SALARY,41558,False
300692,200104,2025-06-11,Withdrawal,POS,This Bank,2555,ATM CASH WITHDRAWAL,39003,False
300693,200104,2025-05-20,Withdrawal,Branch,This Bank,3203,ATM CASH WITHDRAWAL,35800,False
300694,200105,2024-07-31,EFT,POS,Checkers,850,EFT TO Checkers,44159,False
300695,200105,2025-07-19,Card Purchase,Mobile App,Netflix,661,Netflix,43498,False
300696,200105,2024-03-20,EFT,ATM,SARS,1340,EFT TO SARS,42158,False
300697,200105,2023-05-26,EFT,ATM,Takealot,844,EFT TO Takealot,41314,False
300698,200105,2025-01-24,Withdrawal,Mobile App,This Bank,688,ATM CASH WITHDRAWAL,40626,False
300699,200105,2026-06-03,Deposit,Branch,This Bank,3478,CASH DEPOSIT,44104,False
300700,200105,2023-10-24,EFT,Online,Uber,3059,EFT TO Uber,41045,False
300701,200105,2024-07-05,EFT,POS,Netflix,3445,EFT TO Netflix,37600,False
300702,200105,2023-06-20,Withdrawal,Online,This Bank,3439,ATM CASH WITHDRAWAL,34161,False
300703,200106,2026-04-30,Card Purchase,ATM,Netflix,1707,Netflix,13296,False
300704,200106,2026-05-23,Withdrawal,Online,This Bank,4388,ATM CASH WITHDRAWAL,8908,False
300705,200106,2026-02-07,Deposit,POS,This Bank,2698,CASH DEPOSIT,11606,False
300706,200107,2025-11-16,Card Purchase,ATM,Woolworths,656,Woolworths,34351,False
300707,200107,2025-11-01,Deposit,Online,This Bank,1740,CASH DEPOSIT,36091,False
300708,200107,2026-03-03,Card Purchase,Mobile App,Pick n Pay,4574,Pick n Pay,31517,False
300709,200107,2025-01-17,Deposit,POS,This Bank,2577,EFT DEPOSIT,34094,False
300710,200107,2024-12-27,EFT,Online,Municipality,2543,EFT TO Municipality,36637,False
300711,200107,2025-08-09,Salary,POS,Employer,2241,MONTHLY SALARY,38878,False
300712,200107,2025-03-01,Withdrawal,Mobile App,This Bank,3514,ATM CASH WITHDRAWAL,35364,False
300713,200108,2024-05-06,Salary,ATM,Employer,1164,MONTHLY SALARY,21168,False
300714,200108,2025-09-28,Deposit,ATM,This Bank,4276,CASH DEPOSIT,25444,False
300715,200108,2024-08-31,Salary,POS,Employer,3292,MONTHLY SALARY,28736,False
300716,200108,2024-07-15,EFT,Mobile App,Uber,3082,EFT TO Uber,31818,False
300717,200109,2024-07-24,Salary,Branch,Employer,650,MONTHLY SALARY,20654,False
300718,200109,2026-05-03,Salary,ATM,Employer,433,MONTHLY SALARY,21087,False
300719,200109,2025-01-29,Card Purchase,Branch,Woolworths,809,Woolworths,20278,False
300720,200109,2024-11-29,Card Purchase,Mobile App,Woolworths,1783,Woolworths,18495,False
300721,200110,2025-01-15,Card Purchase,Branch,Pick n Pay,1104,Pick n Pay,33903,False
300722,200110,2023-05-12,EFT,POS,Municipality,4907,EFT TO Municipality,38810,False
300723,200110,2022-04-14,Card Purchase,Online,Woolworths,133,Woolworths,38677,False
300724,200110,2022-11-29,Card Purchase,Online,Takealot,3815,Takealot,34862,False
300725,200110,2022-01-05,Withdrawal,POS,This Bank,550,ATM CASH WITHDRAWAL,34312,False
300726,200110,2022-03-20,Salary,ATM,Employer,1373,MONTHLY SALARY,35685,False
300727,200110,2021-02-28,Salary,Branch,Employer,1819,MONTHLY SALARY,37504,False
300728,200111,2025-12-25,Card Purchase,ATM,Shell,4448,Shell,15556,False
300729,200111,2025-04-10,Salary,Online,Employer,3098,MONTHLY SALARY,18654,False
300730,200111,2025-05-06,Card Purchase,Online,Checkers,981,Checkers,17673,False
300731,200111,2025-07-15,Withdrawal,Online,This Bank,261,ATM CASH WITHDRAWAL,17412,False
300732,200112,2026-02-12,Deposit,POS,This Bank,561,EFT DEPOSIT,30567,False
300733,200112,2026-05-04,EFT,Branch,Netflix,581,EFT TO Netflix,31148,False
300734,200112,2026-07-02,Card Purchase,Online,Woolworths,626,Woolworths,30522,False
300735,200112,2026-06-24,Card Purchase,Mobile App,Checkers,4984,Checkers,25538,False
300736,200112,2025-10-07,Deposit,Branch,This Bank,2607,EFT DEPOSIT,28145,False
300737,200112,2025-11-14,Withdrawal,ATM,This Bank,238,ATM CASH WITHDRAWAL,27907,False
300738,200113,2026-06-28,Withdrawal,Mobile App,This Bank,610,ATM CASH WITHDRAWAL,44399,False
300739,200113,2026-05-06,Salary,Online,Employer,4022,MONTHLY SALARY,48421,False
300740,200113,2026-06-12,EFT,POS,Checkers,1116,EFT TO Checkers,47305,False
300741,200113,2026-06-06,Card Purchase,ATM,Woolworths,3263,Woolworths,44042,False
300742,200113,2026-03-08,Salary,Branch,Employer,4824,MONTHLY SALARY,48866,False
300743,200113,2026-03-25,Withdrawal,POS,This Bank,276,ATM CASH WITHDRAWAL,48590,False
300744,200113,2026-07-07,Withdrawal,Online,This Bank,1300,ATM CASH WITHDRAWAL,47290,False
300745,200113,2026-03-22,Deposit,Mobile App,This Bank,2898,CASH DEPOSIT,50188,False
300746,200113,2026-06-04,Withdrawal,POS,This Bank,4328,ATM CASH WITHDRAWAL,45860,False
300747,200114,2026-04-17,Withdrawal,Mobile App,This Bank,1240,ATM CASH WITHDRAWAL,33767,False
300748,200114,2025-12-18,Card Purchase,Branch,Uber,3172,Uber,30595,False
300749,200114,2026-04-15,EFT,ATM,Takealot,28,EFT TO Takealot,30623,False
300750,200114,2026-02-18,Card Purchase,ATM,Uber,673,Uber,29950,False
300751,200114,2025-12-10,Withdrawal,POS,This Bank,2845,ATM CASH WITHDRAWAL,27105,False
300752,200114,2026-04-10,Salary,Mobile App,Employer,2232,MONTHLY SALARY,29337,False
300753,200114,2026-05-18,Deposit,POS,This Bank,858,CASH DEPOSIT,30195,False
300754,200115,2026-02-26,EFT,Online,Uber,862,EFT TO Uber,24143,False
300755,200115,2026-02-14,Salary,POS,Employer,2926,MONTHLY SALARY,27069,False
300756,200115,2026-07-01,Deposit,Branch,This Bank,274,CASH DEPOSIT,27343,False
300757,200115,2026-03-05,Salary,ATM,Employer,2709,MONTHLY SALARY,30052,False
300758,200115,2026-03-06,Withdrawal,Branch,This Bank,4392,ATM CASH WITHDRAWAL,25660,False
300759,200116,2026-05-23,Deposit,POS,This Bank,1009,EFT DEPOSIT,16012,False
300760,200116,2026-06-29,EFT,ATM,Municipality,2551,EFT TO Municipality,18563,False
300761,200116,2025-11-06,EFT,Branch,Shell,2675,EFT TO Shell,21238,False
300762,200117,2026-03-19,EFT,ATM,Netflix,566,EFT TO Netflix,50576,False
300763,200117,2026-03-01,Withdrawal,Online,This Bank,3023,ATM CASH WITHDRAWAL,47553,False
300764,200117,2025-09-26,Salary,ATM,Employer,557,MONTHLY SALARY,48110,False
300765,200117,2025-06-22,Deposit,Mobile App,This Bank,3361,CASH DEPOSIT,51471,False
300766,200117,2025-07-20,Deposit,ATM,This Bank,890,CASH DEPOSIT,52361,False
300767,200117,2025-07-31,EFT,ATM,Municipality,3047,EFT TO Municipality,49314,False
300768,200117,2025-11-21,EFT,ATM,Woolworths,3217,EFT TO Woolworths,52531,False
300769,200117,2025-12-01,Card Purchase,Online,Shell,346,Shell,52185,False
300770,200117,2025-08-21,EFT,Mobile App,Landlord,949,EFT TO Landlord,51236,False
300771,200117,2026-04-07,Card Purchase,POS,Checkers,2907,Checkers,48329,False
300772,200118,2025-06-13,EFT,Online,Takealot,2324,EFT TO Takealot,32330,False
300773,200118,2026-05-30,Withdrawal,Branch,This Bank,2426,ATM CASH WITHDRAWAL,29904,False
300774,200118,2025-11-08,Deposit,Online,This Bank,78,EFT DEPOSIT,29982,False
300775,200118,2025-10-30,Card Purchase,Branch,Woolworths,704,Woolworths,29278,False
300776,200118,2026-03-21,EFT,Branch,Checkers,3254,EFT TO Checkers,26024,False
300777,200118,2025-09-14,Salary,Online,Employer,3914,MONTHLY SALARY,29938,False
300778,200119,2024-04-26,Deposit,ATM,This Bank,1036,CASH DEPOSIT,41044,False
300779,200119,2023-10-07,Salary,Branch,Employer,1313,MONTHLY SALARY,42357,False
300780,200119,2023-03-14,Card Purchase,Mobile App,Woolworths,4855,Woolworths,37502,False
300781,200119,2024-04-19,Deposit,Branch,This Bank,4363,EFT DEPOSIT,41865,False
300782,200119,2022-12-15,Salary,Mobile App,Employer,3520,MONTHLY SALARY,45385,False
300783,200119,2026-04-04,Withdrawal,Online,This Bank,415,ATM CASH WITHDRAWAL,44970,False
300784,200119,2026-03-25,Salary,Mobile App,Employer,2853,MONTHLY SALARY,47823,False
300785,200119,2022-12-30,Withdrawal,Online,This Bank,4276,ATM CASH WITHDRAWAL,43547,False
300786,200120,2026-06-18,Salary,ATM,Employer,3585,MONTHLY SALARY,28590,False
300787,200120,2026-04-22,Card Purchase,POS,Shell,1740,Shell,26850,False
300788,200120,2026-04-17,Salary,Branch,Employer,2917,MONTHLY SALARY,29767,False
300789,200120,2026-04-11,Salary,Online,Employer,4502,MONTHLY SALARY,34269,False
300790,200120,2026-05-03,EFT,Online,Woolworths,1689,EFT TO Woolworths,35958,False
300791,200121,2026-04-20,EFT,Online,Checkers,4524,EFT TO Checkers,19527,False
300792,200121,2026-06-16,EFT,POS,Checkers,2954,EFT TO Checkers,22481,False
300793,200121,2026-01-14,Card Purchase,Online,Uber,3404,Uber,19077,False
300794,200122,2024-03-23,Card Purchase,ATM,Pick n Pay,456,Pick n Pay,29550,False
300795,200122,2024-06-30,Deposit,Branch,This Bank,4869,EFT DEPOSIT,34419,False
300796,200122,2025-07-15,Salary,Mobile App,Employer,3152,MONTHLY SALARY,37571,False
300797,200122,2023-10-20,EFT,Branch,Uber,2218,EFT TO Uber,39789,False
300798,200122,2025-03-01,Withdrawal,Mobile App,This Bank,4623,ATM CASH WITHDRAWAL,35166,False
300799,200122,2024-08-23,Withdrawal,ATM,This Bank,2740,ATM CASH WITHDRAWAL,32426,False
300800,200123,2025-12-02,Withdrawal,POS,This Bank,3991,ATM CASH WITHDRAWAL,11012,False
300801,200123,2024-08-21,EFT,Branch,Landlord,4341,EFT TO Landlord,6671,False
300802,200123,2025-07-02,Withdrawal,Branch,This Bank,3059,ATM CASH WITHDRAWAL,3612,False
300803,200124,2025-06-17,Salary,ATM,Employer,2852,MONTHLY SALARY,17855,False
300804,200124,2022-07-08,Deposit,Mobile App,This Bank,289,CASH DEPOSIT,18144,False
300805,200124,2024-04-18,Card Purchase,POS,Woolworths,4908,Woolworths,13236,False
300806,200125,2023-10-21,Deposit,POS,This Bank,3908,EFT DEPOSIT,38915,False
300807,200125,2025-12-23,EFT,ATM,Landlord,4314,EFT TO Landlord,43229,False
300808,200125,2026-03-07,EFT,Branch,Pick n Pay,302,EFT TO Pick n Pay,42927,False
300809,200125,2025-01-14,Card Purchase,ATM,Netflix,4728,Netflix,38199,False
300810,200125,2026-03-07,Salary,ATM,Employer,1380,MONTHLY SALARY,39579,False
300811,200125,2024-11-16,EFT,POS,Takealot,2536,EFT TO Takealot,37043,False
300812,200125,2025-01-15,Deposit,POS,This Bank,625,EFT DEPOSIT,37668,False
300813,200126,2025-09-02,Deposit,Online,This Bank,270,EFT DEPOSIT,15273,False
300814,200126,2025-04-18,EFT,ATM,SARS,2086,EFT TO SARS,17359,False
300815,200126,2026-02-23,EFT,Branch,Pick n Pay,2169,EFT TO Pick n Pay,15190,False
300816,200127,2026-05-05,Card Purchase,ATM,Shell,31,Shell,39977,False
300817,200127,2026-05-23,Withdrawal,Mobile App,This Bank,2696,ATM CASH WITHDRAWAL,37281,False
300818,200127,2026-06-26,Card Purchase,POS,Checkers,1315,Checkers,35966,False
300819,200127,2026-06-06,Deposit,ATM,This Bank,1287,EFT DEPOSIT,37253,False
300820,200127,2026-05-05,Card Purchase,Branch,Uber,1039,Uber,36214,False
300821,200127,2026-06-11,EFT,Mobile App,Woolworths,2608,EFT TO Woolworths,33606,False
300822,200127,2026-04-08,Salary,POS,Employer,3398,MONTHLY SALARY,37004,True
300823,200127,2026-05-05,Salary,Mobile App,Employer,4794,MONTHLY SALARY,41798,False
300824,200128,2022-12-23,Withdrawal,Branch,This Bank,4148,ATM CASH WITHDRAWAL,45862,False
300825,200128,2021-11-09,EFT,POS,Uber,4765,EFT TO Uber,41097,False
300826,200128,2023-07-27,EFT,ATM,Uber,3922,EFT TO Uber,37175,False
300827,200128,2026-03-27,Card Purchase,Mobile App,Uber,763,Uber,36412,False
300828,200128,2023-01-09,Deposit,Branch,This Bank,2981,CASH DEPOSIT,39393,False
300829,200128,2023-01-17,EFT,Mobile App,Netflix,3327,EFT TO Netflix,42720,False
300830,200128,2022-02-27,EFT,POS,Shell,1877,EFT TO Shell,40843,False
300831,200128,2025-01-05,Withdrawal,Mobile App,This Bank,3973,ATM CASH WITHDRAWAL,36870,False
300832,200128,2026-06-16,Withdrawal,ATM,This Bank,1371,ATM CASH WITHDRAWAL,35499,False
300833,200128,2024-09-21,EFT,POS,Shell,1584,EFT TO Shell,37083,False
300834,200129,2026-01-09,Card Purchase,Online,Uber,931,Uber,29075,False
300835,200129,2025-08-04,Card Purchase,POS,Woolworths,1406,Woolworths,27669,False
300836,200129,2024-02-05,Deposit,Online,This Bank,1499,CASH DEPOSIT,29168,False
300837,200129,2023-10-11,EFT,Mobile App,Takealot,3491,EFT TO Takealot,32659,False
300838,200129,2024-09-15,Salary,POS,Employer,4776,MONTHLY SALARY,37435,False
300839,200129,2023-10-27,Deposit,Online,This Bank,4481,EFT DEPOSIT,41916,False
300840,200130,2026-04-17,Withdrawal,Online,This Bank,4773,ATM CASH WITHDRAWAL,15231,False
300841,200130,2025-03-16,Withdrawal,ATM,This Bank,2992,ATM CASH WITHDRAWAL,12239,False
300842,200130,2025-03-02,EFT,Mobile App,Takealot,2464,EFT TO Takealot,14703,False
300843,200130,2026-04-11,Card Purchase,Branch,Shell,1259,Shell,13444,False
300844,200131,2025-05-27,EFT,POS,Netflix,3496,EFT TO Netflix,33502,False
300845,200131,2025-06-09,Salary,Online,Employer,1668,MONTHLY SALARY,35170,False
300846,200131,2025-11-30,Deposit,POS,This Bank,4862,EFT DEPOSIT,40032,False
300847,200131,2024-08-25,EFT,POS,Municipality,130,EFT TO Municipality,39902,False
300848,200131,2025-05-17,EFT,Branch,Uber,4441,EFT TO Uber,35461,False
300849,200131,2026-01-29,Card Purchase,ATM,Pick n Pay,246,Pick n Pay,35215,False
300850,200132,2025-05-30,Salary,POS,Employer,3870,MONTHLY SALARY,28875,False
300851,200132,2026-02-23,Card Purchase,Mobile App,Checkers,2133,Checkers,26742,False
300852,200132,2023-02-16,Withdrawal,Branch,This Bank,3830,ATM CASH WITHDRAWAL,22912,False
300853,200132,2023-04-27,Withdrawal,POS,This Bank,3385,ATM CASH WITHDRAWAL,19527,False
300854,200132,2025-04-09,EFT,Online,Checkers,4564,EFT TO Checkers,14963,False
300855,200133,2022-08-13,EFT,Online,Pick n Pay,563,EFT TO Pick n Pay,29443,False
300856,200133,2025-05-01,Card Purchase,Online,Checkers,2774,Checkers,26669,False
300857,200133,2023-07-22,Withdrawal,ATM,This Bank,1156,ATM CASH WITHDRAWAL,25513,False
300858,200133,2024-01-02,Card Purchase,ATM,Uber,505,Uber,25008,False
300859,200133,2026-03-29,Withdrawal,ATM,This Bank,2670,ATM CASH WITHDRAWAL,22338,False
300860,200133,2024-11-25,Card Purchase,Mobile App,Woolworths,1488,Woolworths,20850,False
300861,200134,2025-06-13,EFT,Mobile App,Netflix,1255,EFT TO Netflix,13748,False
300862,200134,2026-06-28,Deposit,Branch,This Bank,2774,CASH DEPOSIT,16522,True
300863,200134,2025-09-22,Card Purchase,Mobile App,Woolworths,3465,Woolworths,13057,False
300864,200135,2026-05-10,Deposit,Branch,This Bank,4895,CASH DEPOSIT,39902,False
300865,200135,2025-09-12,EFT,POS,Woolworths,315,EFT TO Woolworths,40217,False
300866,200135,2025-12-17,Withdrawal,ATM,This Bank,551,ATM CASH WITHDRAWAL,39666,False
300867,200135,2026-02-01,Withdrawal,Branch,This Bank,2177,ATM CASH WITHDRAWAL,37489,False
300868,200135,2026-06-15,Deposit,POS,This Bank,829,EFT DEPOSIT,38318,False
300869,200135,2026-06-20,Withdrawal,POS,This Bank,1924,ATM CASH WITHDRAWAL,36394,False
300870,200135,2026-01-25,Card Purchase,Mobile App,Woolworths,978,Woolworths,35416,False
300871,200136,2026-06-12,EFT,ATM,Municipality,658,EFT TO Municipality,35665,False
300872,200136,2026-06-18,Deposit,Branch,This Bank,4297,CASH DEPOSIT,39962,False
300873,200136,2026-06-13,EFT,Mobile App,Woolworths,3092,EFT TO Woolworths,36870,False
300874,200136,2026-07-10,Card Purchase,Branch,Pick n Pay,1357,Pick n Pay,35513,False
300875,200136,2026-06-11,EFT,Branch,Municipality,3053,EFT TO Municipality,38566,False
300876,200136,2026-07-12,Salary,Mobile App,Employer,4838,MONTHLY SALARY,43404,False
300877,200136,2026-07-10,Card Purchase,ATM,Checkers,3061,Checkers,40343,False
300878,200137,2025-11-25,Deposit,Online,This Bank,2772,CASH DEPOSIT,22776,False
300879,200137,2025-11-22,Card Purchase,Online,Woolworths,1690,Woolworths,21086,False
300880,200137,2026-07-07,Card Purchase,ATM,Uber,2046,Uber,19040,False
300881,200137,2025-11-27,EFT,POS,Netflix,3100,EFT TO Netflix,15940,False
300882,200138,2026-03-29,Withdrawal,ATM,This Bank,1203,ATM CASH WITHDRAWAL,43806,False
300883,200138,2026-02-11,Card Purchase,ATM,Checkers,3488,Checkers,40318,False
300884,200138,2026-07-08,Deposit,POS,This Bank,363,EFT DEPOSIT,40681,False
300885,200138,2026-05-05,Withdrawal,ATM,This Bank,4202,ATM CASH WITHDRAWAL,36479,False
300886,200138,2026-07-05,Deposit,Online,This Bank,3504,CASH DEPOSIT,39983,False
300887,200138,2026-07-09,Withdrawal,Online,This Bank,4376,ATM CASH WITHDRAWAL,35607,False
300888,200138,2026-03-22,Withdrawal,Online,This Bank,3688,ATM CASH WITHDRAWAL,31919,False
300889,200138,2026-02-27,Deposit,Online,This Bank,4993,EFT DEPOSIT,36912,False
300890,200138,2026-06-15,EFT,ATM,Landlord,2915,EFT TO Landlord,33997,False
300891,200139,2025-01-07,Deposit,POS,This Bank,4402,CASH DEPOSIT,24406,False
300892,200139,2024-02-12,EFT,ATM,Municipality,4875,EFT TO Municipality,29281,False
300893,200139,2024-05-04,Deposit,ATM,This Bank,1057,CASH DEPOSIT,30338,False
300894,200139,2024-02-14,Withdrawal,ATM,This Bank,3864,ATM CASH WITHDRAWAL,26474,False
300895,200140,2026-02-26,Card Purchase,Mobile App,Netflix,4965,Netflix,20040,False
300896,200140,2025-03-09,Withdrawal,Online,This Bank,2811,ATM CASH WITHDRAWAL,17229,False
300897,200140,2024-09-06,Withdrawal,POS,This Bank,1926,ATM CASH WITHDRAWAL,15303,False
300898,200140,2025-09-06,Salary,ATM,Employer,3415,MONTHLY SALARY,18718,False
300899,200140,2024-10-22,EFT,Mobile App,Pick n Pay,939,EFT TO Pick n Pay,17779,False
300900,200141,2026-05-08,Deposit,POS,This Bank,342,EFT DEPOSIT,20346,False
300901,200141,2026-06-16,Salary,Online,Employer,3114,MONTHLY SALARY,23460,False
300902,200141,2026-04-13,Salary,POS,Employer,4814,MONTHLY SALARY,28274,False
300903,200141,2026-04-30,Deposit,Mobile App,This Bank,2885,EFT DEPOSIT,31159,False
300904,200142,2026-02-22,Withdrawal,Online,This Bank,4672,ATM CASH WITHDRAWAL,15332,False
300905,200142,2025-03-31,EFT,Branch,Municipality,221,EFT TO Municipality,15111,False
300906,200142,2025-12-03,EFT,ATM,Woolworths,2254,EFT TO Woolworths,17365,False
300907,200142,2025-07-25,Salary,Branch,Employer,780,MONTHLY SALARY,18145,False
300908,200143,2026-05-10,EFT,ATM,Uber,470,EFT TO Uber,25475,False
300909,200143,2026-05-02,Withdrawal,Mobile App,This Bank,1480,ATM CASH WITHDRAWAL,23995,False
300910,200143,2026-07-06,Salary,POS,Employer,4815,MONTHLY SALARY,28810,False
300911,200143,2026-06-14,Card Purchase,POS,Netflix,4560,Netflix,24250,False
300912,200143,2026-06-07,Withdrawal,Mobile App,This Bank,4237,ATM CASH WITHDRAWAL,20013,False
300913,200144,2026-05-18,EFT,Online,Netflix,1080,EFT TO Netflix,16083,False
300914,200144,2026-05-26,Withdrawal,POS,This Bank,1607,ATM CASH WITHDRAWAL,14476,False
300915,200144,2026-03-26,Deposit,ATM,This Bank,1757,EFT DEPOSIT,16233,False
300916,200145,2026-04-25,Salary,Mobile App,Employer,599,MONTHLY SALARY,30605,False
300917,200145,2025-09-12,Deposit,Online,This Bank,219,CASH DEPOSIT,30824,False
300918,200145,2025-08-27,Deposit,ATM,This Bank,3569,CASH DEPOSIT,34393,False
300919,200145,2026-06-06,EFT,POS,Woolworths,3977,EFT TO Woolworths,30416,False
300920,200145,2025-06-07,Withdrawal,Branch,This Bank,36,ATM CASH WITHDRAWAL,30380,False
300921,200145,2025-08-07,Card Purchase,Branch,Checkers,4679,Checkers,25701,False
300922,200146,2025-06-12,Salary,Mobile App,Employer,4575,MONTHLY SALARY,44583,True
300923,200146,2025-08-29,Card Purchase,Branch,Checkers,3886,Checkers,40697,False
300924,200146,2025-10-25,Card Purchase,ATM,Shell,3770,Shell,36927,False
300925,200146,2025-12-13,Salary,Branch,Employer,2830,MONTHLY SALARY,39757,False
300926,200146,2025-10-02,EFT,Branch,Woolworths,3438,EFT TO Woolworths,36319,False
300927,200146,2025-06-16,Card Purchase,Online,Pick n Pay,3481,Pick n Pay,32838,False
300928,200146,2025-08-11,EFT,Online,Woolworths,3650,EFT TO Woolworths,36488,False
300929,200146,2025-11-09,Withdrawal,Online,This Bank,4704,ATM CASH WITHDRAWAL,31784,False
300930,200147,2025-09-25,Deposit,POS,This Bank,4192,EFT DEPOSIT,49201,False
300931,200147,2026-01-02,EFT,Mobile App,Uber,4752,EFT TO Uber,53953,False
300932,200147,2026-02-02,Deposit,Branch,This Bank,4354,CASH DEPOSIT,58307,False
300933,200147,2025-09-26,Salary,ATM,Employer,1430,MONTHLY SALARY,59737,False
300934,200147,2025-05-27,Withdrawal,Mobile App,This Bank,2474,ATM CASH WITHDRAWAL,57263,True
300935,200147,2025-04-25,Salary,Online,Employer,2460,MONTHLY SALARY,59723,False
300936,200147,2025-07-06,Deposit,ATM,This Bank,962,CASH DEPOSIT,60685,False
300937,200147,2026-04-26,Deposit,POS,This Bank,341,EFT DEPOSIT,61026,False
300938,200147,2025-09-22,Withdrawal,Mobile App,This Bank,1731,ATM CASH WITHDRAWAL,59295,False
300939,200148,2026-05-10,EFT,Branch,Takealot,3744,EFT TO Takealot,46266,False
300940,200148,2026-07-06,Card Purchase,POS,Takealot,3947,Takealot,42319,False
300941,200148,2025-08-20,Deposit,POS,This Bank,330,EFT DEPOSIT,42649,False
300942,200148,2025-06-29,Salary,Online,Employer,4432,MONTHLY SALARY,47081,False
300943,200148,2025-08-13,Withdrawal,Online,This Bank,4374,ATM CASH WITHDRAWAL,42707,False
300944,200148,2025-09-05,Salary,Online,Employer,2107,MONTHLY SALARY,44814,True
300945,200148,2025-10-31,Deposit,Mobile App,This Bank,4023,CASH DEPOSIT,48837,False
300946,200148,2025-05-11,Deposit,POS,This Bank,2418,EFT DEPOSIT,51255,False
300947,200148,2026-01-14,Withdrawal,ATM,This Bank,2559,ATM CASH WITHDRAWAL,48696,False
300948,200148,2025-05-24,Deposit,ATM,This Bank,90,EFT DEPOSIT,48786,False
300949,200149,2026-01-23,Card Purchase,Mobile App,Checkers,3353,Checkers,16651,False
300950,200149,2025-02-10,Card Purchase,Mobile App,Uber,2893,Uber,13758,False
300951,200149,2025-01-04,Salary,POS,Employer,2714,MONTHLY SALARY,16472,False
300952,200149,2025-07-15,Card Purchase,Online,Takealot,4491,Takealot,11981,False
300953,200150,2026-04-24,Card Purchase,ATM,Uber,2599,Uber,27407,False
300954,200150,2024-07-10,Deposit,POS,This Bank,1399,EFT DEPOSIT,28806,False
300955,200150,2024-07-30,Deposit,Branch,This Bank,1292,CASH DEPOSIT,30098,False
300956,200150,2025-07-23,Deposit,POS,This Bank,2895,EFT DEPOSIT,32993,False
300957,200150,2024-10-02,Withdrawal,Online,This Bank,2126,ATM CASH WITHDRAWAL,30867,False
300958,200150,2025-08-22,Deposit,Online,This Bank,3685,CASH DEPOSIT,34552,False
300959,200151,2026-02-14,Card Purchase,Online,Takealot,47,Takealot,39961,False
300960,200151,2023-04-06,Card Purchase,ATM,Woolworths,3647,Woolworths,36314,False
300961,200151,2024-07-11,Card Purchase,POS,Netflix,550,Netflix,35764,False
300962,200151,2024-07-01,Deposit,Online,This Bank,524,EFT DEPOSIT,36288,False
300963,200151,2024-08-02,Deposit,POS,This Bank,437,EFT DEPOSIT,36725,False
300964,200151,2024-10-31,EFT,POS,Uber,703,EFT TO Uber,37428,False
300965,200151,2023-08-20,EFT,Online,Pick n Pay,1586,EFT TO Pick n Pay,39014,False
300966,200151,2024-12-08,EFT,POS,Landlord,3789,EFT TO Landlord,42803,False
300967,200152,2025-08-28,EFT,Branch,Takealot,1217,EFT TO Takealot,41225,False
300968,200152,2026-01-08,Withdrawal,Online,This Bank,1672,ATM CASH WITHDRAWAL,39553,False
300969,200152,2026-02-18,Withdrawal,Branch,This Bank,3864,ATM CASH WITHDRAWAL,35689,False
300970,200152,2026-05-05,Deposit,Mobile App,This Bank,4595,CASH DEPOSIT,40284,False
300971,200152,2025-06-11,Card Purchase,Mobile App,Shell,560,Shell,39724,False
300972,200152,2025-11-03,EFT,Online,Woolworths,2684,EFT TO Woolworths,42408,False
300973,200152,2026-06-03,Deposit,Mobile App,This Bank,1735,CASH DEPOSIT,44143,False
300974,200152,2025-12-26,Salary,Online,Employer,1434,MONTHLY SALARY,45577,False
